Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Color (product.metafields.shopify.color-pattern),Size (product.metafields.shopify.size),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
printed-kurta-pajama-set,,,,,,,,,"42""",,,,,,,,'441,0.0,shopify,deny,manual,62.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,21.81,,,,,,,
printed-kurta-pajama-set,,,,,,,,,"44""",,,,,,,,'442,0.0,shopify,deny,manual,62.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,21.81,,,,,,,
multicolor-kurta-pajama-set-3,Multicolor Kurta Pajama Set,"<ul>
<li>Multicolor Kurta With White Pajama Set</li>
<li>Jaipuri Pichwai Design</li>
<li>Self print</li>
<li>Non-itchy soft cloth</li>
</ul>
<p><meta charset=""utf-8"">Note: The colors might be slightly different because of lighting</p>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"36""",,,,,,,,'430,0.0,shopify,deny,manual,62.50,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-03at20.42.42.jpg?v=1728163197,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,13.80,true,,,true,,,active
multicolor-kurta-pajama-set-3,,,,,,,,,"40""",,,,,,,,'432,0.0,shopify,deny,manual,62.50,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-03at20.42.42_1.jpg?v=1728163197,2,"",,,,,,,,,,,,,,,,,,,,,,lb,,13.80,,,,,,,
multicolor-kurta-pajama-set-3,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-03at20.42.43.jpg?v=1728163197,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multicolor-kurta-pajama-set-2,Multicolor Kurta Pajama Set,"<ul>
<li>Multicolor Kurta With White Pajama Set</li>
<li>Blue, Orange and Green Color Pattern</li>
<li>Self print</li>
<li>Non-itchy soft cloth</li>
</ul>
<p><meta charset=""utf-8"">Note: The colors might be slightly different because of lighting</p>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"42""",,,,,,,,'421,0.0,shopify,deny,manual,62.50,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-03at20.37.32.jpg?v=1728163082,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,20.75,true,,,true,,,active
multicolor-kurta-pajama-set-2,,,,,,,,,"44""",,,,,,,,'428,0.0,shopify,deny,manual,62.50,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-03at20.37.33_1.jpg?v=1728163082,2,"",,,,,,,,,,,,,,,,,,,,,,lb,,20.75,,,,,,,
multicolor-kurta-pajama-set-2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-03at20.37.33.jpg?v=1728163082,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multicolor-kurta-pajama-set-1,Multicolor Kurta Pajama Set,"<ul>
<li>Multicolor Kurta With White Pajama Set</li>
<li>Pink and Mustard Color Pattern</li>
<li>Self print</li>
<li>Non-itchy soft cloth</li>
</ul>
<p><meta charset=""utf-8"">Note: The colors might be slightly different because of lighting</p>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"36""",,,,,,,,'413,0.0,shopify,deny,manual,62.50,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-03at20.34.06.jpg?v=1728162921,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,20.75,true,,,true,,,active
multicolor-kurta-pajama-set-1,,,,,,,,,"38""",,,,,,,,'415,0.0,shopify,deny,manual,62.50,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-03at20.34.06_1.jpg?v=1728162921,2,"",,,,,,,,,,,,,,,,,,,,,,lb,,20.75,,,,,,,
multicolor-kurta-pajama-set-1,,,,,,,,,"40""",,,,,,,,'416,0.0,shopify,deny,manual,62.50,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-03at20.34.06_2.jpg?v=1728162921,3,"",,,,,,,,,,,,,,,,,,,,,,lb,,20.75,,,,,,,
multicolor-kurta-pajama-set-1,,,,,,,,,"42""",,,,,,,,'417,0.0,shopify,deny,manual,62.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,20.75,,,,,,,
multicolor-kurta-pajama-set-1,,,,,,,,,"44""",,,,,,,,'420,0.0,shopify,deny,manual,62.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,20.75,,,,,,,
multicolor-kurta-pajama-set,Multicolor Kurta Pajama Set,"<ul>
<li>Multicolor Kurta With White Pajama Set</li>
<li>Self print</li>
<li>Non-itchy soft cloth</li>
</ul>
<p><meta charset=""utf-8"">Note: The colors might be slightly different because of lighting</p>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"36""",,,,,,,,'398,0.0,shopify,deny,manual,62.50,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-03at20.25.55.jpg?v=1728162668,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,20.75,true,,,true,,,active
multicolor-kurta-pajama-set,,,,,,,,,"38""",,,,,,,,'400,0.0,shopify,deny,manual,62.50,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-03at20.25.55_1.jpg?v=1728162668,2,"",,,,,,,,,,,,,,,,,,,,,,lb,,20.75,,,,,,,
multicolor-kurta-pajama-set,,,,,,,,,"40""",,,,,,,,'401,0.0,shopify,deny,manual,62.50,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-03at20.25.55_2.jpg?v=1728162668,3,"",,,,,,,,,,,,,,,,,,,,,,lb,,20.75,,,,,,,
multicolor-kurta-pajama-set,,,,,,,,,"42""",,,,,,,,'402,0.0,shopify,deny,manual,62.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,20.75,,,,,,,
multicolor-kurta-pajama-set,,,,,,,,,"44""",,,,,,,,'403,0.0,shopify,deny,manual,62.50,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,20.75,,,,,,,
mustard-yellow-kurta-pajama-set,Mustard Yellow Kurta Pajama Set,"<ul>
<li>Mustard Yellow Kurta With White Pajama Set</li>
<li>Heavy</li>
<li>Self print</li>
<li>Non-itchy soft cloth</li>
</ul>
<p><meta charset=""utf-8"">Note: The colors might be slightly different because of lighting</p>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"36""",,,,,,,,'889,0.0,shopify,deny,manual,75.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-03at20.13.26.jpg?v=1728162347,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,27.48,true,,,true,,,active
mustard-yellow-kurta-pajama-set,,,,,,,,,"38""",,,,,,,,'392,0.0,shopify,deny,manual,75.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-03at20.13.27.jpg?v=1728162347,2,"",,,,,,,,,,,,,,,,,,,,,,lb,,27.69,,,,,,,
mustard-yellow-kurta-pajama-set,,,,,,,,,"40""",,,,,,,,'393,0.0,shopify,deny,manual,75.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,27.69,,,,,,,
mustard-yellow-kurta-pajama-set,,,,,,,,,"42""",,,,,,,,'396,0.0,shopify,deny,manual,75.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,27.69,,,,,,,
mustard-yellow-kurta-pajama-set,,,,,,,,,"44""",,,,,,,,'397,0.0,shopify,deny,manual,75.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,27.69,,,,,,,
ghee-color-kurta-pajama-set,Ghee Color Kurta Pajama Set,"<ul>
<li>Ghee Color Kurta With White Pajama Set</li>
<li>Self print</li>
<li>Non-itchy soft cloth</li>
</ul>
<p><meta charset=""utf-8"">Note: The colors might be slightly different because of lighting</p>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"36""",,,,,,,,'389,0.0,shopify,deny,manual,57.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-03at20.05.30.jpg?v=1728162175,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,19.13,true,,,true,,,active
ghee-color-kurta-pajama-set,,,,,,,,,"38""",,,,,,,,'390,0.0,shopify,deny,manual,57.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-03at20.05.30_1.jpg?v=1728162176,2,"",,,,,,,,,,,,,,,,,,,,,,lb,,19.13,,,,,,,
ghee-color-kurta-pajama-set,,,,,,,,,"40""",,,,,,,,'391,0.0,shopify,deny,manual,57.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,19.13,,,,,,,
pista-green-kurta-pajama-set-1,Pista Green Kurta Pajama Set,"<ul>
<li>Pista Green Kurta With White Pajama Set</li>
<li>Self print</li>
<li>Non-itchy soft cloth</li>
</ul>
<p><meta charset=""utf-8"">Note: The colors might be slightly different because of lighting</p>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"36""",,,,,,,,'374,0.0,shopify,deny,manual,57.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-03at20.01.44.jpg?v=1728162012,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,19.13,true,,,true,,,active
pista-green-kurta-pajama-set-1,,,,,,,,,"38""",,,,,,,,'377,0.0,shopify,deny,manual,57.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-03at20.01.44_1.jpg?v=1728162012,2,"",,,,,,,,,,,,,,,,,,,,,,lb,,19.13,,,,,,,
pista-green-kurta-pajama-set-1,,,,,,,,,"40""",,,,,,,,'378,0.0,shopify,deny,manual,57.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,19.13,,,,,,,
pista-green-kurta-pajama-set-1,,,,,,,,,"42""",,,,,,,,'382,0.0,shopify,deny,manual,57.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,19.13,,,,,,,
light-golden-kurta-pajama-set,Light Golden Kurta Pajama Set,"<ul>
<li>Light Golden Kurta With White Pajama Set</li>
<li>Self print - criss cross bigger diamond shape</li>
<li>Non-itchy soft cloth</li>
</ul>
<p><meta charset=""utf-8"">Note: The colors might be slightly different because of lighting</p>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"38""",,,,,,,,'370,0.0,shopify,deny,manual,57.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-03at19.54.29.jpg?v=1728161871,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,19.71,true,,,true,,,active
light-golden-kurta-pajama-set,,,,,,,,,"40""",,,,,,,,'371,0.0,shopify,deny,manual,57.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-03at19.54.29_1.jpg?v=1728161871,2,"",,,,,,,,,,,,,,,,,,,,,,lb,,19.71,,,,,,,
light-golden-kurta-pajama-set,,,,,,,,,"42""",,,,,,,,'372,0.0,shopify,deny,manual,57.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,19.71,,,,,,,
light-golden-kurta-pajama-set,,,,,,,,,"44""",,,,,,,,'373,0.0,shopify,deny,manual,57.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,19.71,,,,,,,
golden-kurta-pajama-set-1,Golden Kurta Pajama Set,"<ul>
<li>Golden Kurta With White Pajama Set</li>
<li>Self print - criss cross bigger diamond shape</li>
<li>Non-itchy soft cloth</li>
</ul>
<p><meta charset=""utf-8"">Note: The colors might be slightly different because of lighting</p>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"36""",,,,,,,,'661,0.0,shopify,deny,manual,57.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-03at18.29.32_1.jpg?v=1728161655,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,20.73,true,,,true,,,active
golden-kurta-pajama-set-1,,,,,,,,,"38""",,,,,,,,'359,0.0,shopify,deny,manual,57.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-03at18.29.32.jpg?v=1728161655,2,"",,,,,,,,,,,,,,,,,,,,,,lb,,20.22,,,,,,,
golden-kurta-pajama-set-1,,,,,,,,,"40""",,,,,,,,'365,0.0,shopify,deny,manual,57.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,20.22,,,,,,,
golden-kurta-pajama-set-1,,,,,,,,,"42""",,,,,,,,'366,0.0,shopify,deny,manual,57.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,20.22,,,,,,,
golden-kurta-pajama-set-1,,,,,,,,,"44""",,,,,,,,'369,0.0,shopify,deny,manual,57.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,19.71,,,,,,,
golden-kurta-pajama-set,Golden Kurta Pajama Set,"<ul>
<li>Golden Kurta With White Pajama Set</li>
<li>Self print - criss cross diamond shape</li>
<li>Non-itchy soft cloth</li>
</ul>
<p><meta charset=""utf-8"">Note: The colors might be slightly different because of lighting</p>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"36""",,,,,,,,'328,0.0,shopify,deny,manual,57.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-03at18.25.31.jpg?v=1728157716,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,19.13,true,,,true,,,active
golden-kurta-pajama-set,,,,,,,,,"38""",,,,,,,,'330,0.0,shopify,deny,manual,57.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-03at18.25.32.jpg?v=1728157716,2,"",,,,,,,,,,,,,,,,,,,,,,lb,,19.13,,,,,,,
golden-kurta-pajama-set,,,,,,,,,"42""",,,,,,,,'340,0.0,shopify,deny,manual,57.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,19.13,,,,,,,
golden-kurta-pajama-set,,,,,,,,,"44""",,,,,,,,'346,0.0,shopify,deny,manual,57.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,19.13,,,,,,,
green-kurta-pajama-set-1,Green Kurta Pajama Set,"<ul>
<li>Green Kurta With White Pajama Set</li>
<li>Self print - criss cross diamond shape</li>
<li>Non-itchy soft cloth</li>
</ul>
<p>Note: The colors might be slightly different because of lighting</p>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"36""",,,,,,,,'315,0.0,shopify,deny,manual,57.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-03at18.19.01.jpg?v=1728157439,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,19.13,true,,,true,,,active
green-kurta-pajama-set-1,,,,,,,,,"38""",,,,,,,,'317,0.0,shopify,deny,manual,57.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-10-03at18.19.02.jpg?v=1728157439,2,"",,,,,,,,,,,,,,,,,,,,,,lb,,19.13,,,,,,,
green-kurta-pajama-set-1,,,,,,,,,"40""",,,,,,,,"",0.0,shopify,deny,manual,57.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,19.13,,,,,,,
green-kurta-pajama-set-1,,,,,,,,,"42""",,,,,,,,'325,0.0,shopify,deny,manual,57.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,19.13,,,,,,,
green-kurta-pajama-set-1,,,,,,,,,"44""",,,,,,,,'327,0.0,shopify,deny,manual,57.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,19.13,,,,,,,
rajasthani-karwa-chauth-thali-set,Rajasthani Karwa Chauth Thali Set,"",Kalyan Kreations,Religious & Ceremonial > Religious Items,"","",true,Title,Default Title,,,,,,,,'1,0.0,shopify,deny,manual,20.00,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2022-10-08at1.17.14PM_1_84078ce0-3d60-4d2e-acb3-77a51217da9c.jpg?v=1689750309,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,5.62,true,,,true,,,active
beaded-karwa-chauth-thali-set,Beaded Karwa Chauth Thali Set,"",Kalyan Kreations,Religious & Ceremonial > Religious Items,"","",true,Title,Default Title,,,,,,,,'37,0.0,shopify,deny,manual,65.00,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/Untitled_3_549bb117-c511-48ef-b468-d7b4be5435d1.jpg?v=1689750308,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,28.34,true,,,true,,,active
modi-jacket-blue-1,Modi Jacket - Blue,"<ul>
<li>Color: Blue</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"36""",,,,,,,,'740,0.0,shopify,deny,manual,40.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_dc4cbbbd-997b-45fa-b358-fc873dfc062d.jpg?v=1727678147,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,13.95,true,,,true,,,active
modi-jacket-blue-1,,,,,,,,,"38""",,,,,,,,'741,0.0,shopify,deny,manual,40.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,13.95,,,,,,,
modi-jacket-blue-1,,,,,,,,,"40""",,,,,,,,'742,0.0,shopify,deny,manual,40.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,13.95,,,,,,,
modi-jacket-blue-1,,,,,,,,,"42""",,,,,,,,'743,0.0,shopify,deny,manual,40.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,13.95,,,,,,,
modi-jacket-silver,Modi Jacket - Silver,"<ul>
<li>Color: Silver</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"36""",,,,,,,,'736,0.0,shopify,deny,manual,40.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_d372b9fe-4c38-4b66-bc67-fd07cae6e1c2.jpg?v=1727677979,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,13.95,true,,,true,,,active
modi-jacket-silver,,,,,,,,,"38""",,,,,,,,'737,0.0,shopify,deny,manual,40.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,13.95,,,,,,,
modi-jacket-silver,,,,,,,,,"40""",,,,,,,,'738,0.0,shopify,deny,manual,40.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,13.95,,,,,,,
modi-jacket-silver,,,,,,,,,"42""",,,,,,,,'739,0.0,shopify,deny,manual,40.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,13.95,,,,,,,
modi-jacket-golden,Modi Jacket - Golden,"<ul>
<li>Color: Golden</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"36""",,,,,,,,"",0.0,shopify,deny,manual,40.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_14de3114-6261-4e64-9887-70b2701eda33.jpg?v=1727677824,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,13.95,true,,,true,,,active
modi-jacket-golden,,,,,,,,,"38""",,,,,,,,'733,0.0,shopify,deny,manual,40.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,13.95,,,,,,,
modi-jacket-golden,,,,,,,,,"40""",,,,,,,,"",0.0,shopify,deny,manual,40.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,13.95,,,,,,,
modi-jacket-golden,,,,,,,,,"42""",,,,,,,,"",0.0,shopify,deny,manual,40.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,13.95,,,,,,,
modi-jacket-maroon-1,Modi Jacket - Maroon,"<ul>
<li>Color: Maroon</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"36""",,,,,,,,'728,0.0,shopify,deny,manual,40.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_fb9ae5c8-cc6d-4885-a06a-e42a36638912.jpg?v=1727677665,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,13.95,true,,,true,,,active
modi-jacket-maroon-1,,,,,,,,,"38""",,,,,,,,'729,0.0,shopify,deny,manual,40.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,13.95,,,,,,,
modi-jacket-maroon-1,,,,,,,,,"40""",,,,,,,,"",0.0,shopify,deny,manual,40.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,13.95,,,,,,,
modi-jacket-maroon-1,,,,,,,,,"42""",,,,,,,,'731,0.0,shopify,deny,manual,40.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,13.95,,,,,,,
modi-jacket-red,Modi Jacket - Red,"<ul>
<li>Color: Red</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"36""",,,,,,,,'722,0.0,shopify,deny,manual,40.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_35933050-9894-48dd-88e9-40546e854025.jpg?v=1727677490,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,15.66,true,,,true,,,active
modi-jacket-red,,,,,,,,,"38""",,,,,,,,'723,0.0,shopify,deny,manual,40.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,15.66,,,,,,,
modi-jacket-red,,,,,,,,,"40""",,,,,,,,'724,0.0,shopify,deny,manual,40.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,15.66,,,,,,,
modi-jacket-red,,,,,,,,,"42""",,,,,,,,'725,0.0,shopify,deny,manual,40.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,15.66,,,,,,,
modi-jacket-pink,Modi Jacket - Pink,"<ul>
<li>Color: Pink</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"36""",,,,,,,,'718,0.0,shopify,deny,manual,45.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_430b8d0f-767b-436c-9ac2-0e077f1eddd2.jpg?v=1727677295,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,18.36,true,,,true,,,active
modi-jacket-pink,,,,,,,,,"38""",,,,,,,,'719,0.0,shopify,deny,manual,45.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,18.36,,,,,,,
modi-jacket-pink,,,,,,,,,"40""",,,,,,,,'720,0.0,shopify,deny,manual,45.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,18.36,,,,,,,
modi-jacket-pink,,,,,,,,,"42""",,,,,,,,'721,0.0,shopify,deny,manual,45.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,18.36,,,,,,,
modi-jacket-gold,Modi Jacket - Gold,"<ul>
<li>Color: Gold</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"36""",,,,,,,,'714,0.0,shopify,deny,manual,40.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_8a8cd3c6-8a39-4c2b-b8c9-12523c2d38f4.jpg?v=1727677085,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,15.66,true,,,true,,,active
modi-jacket-gold,,,,,,,,,"38""",,,,,,,,'715,0.0,shopify,deny,manual,40.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,15.66,,,,,,,
modi-jacket-gold,,,,,,,,,"40""",,,,,,,,"",0.0,shopify,deny,manual,40.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,15.66,,,,,,,
modi-jacket-gold,,,,,,,,,"42""",,,,,,,,"",0.0,shopify,deny,manual,40.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,15.66,,,,,,,
modi-jacket-brown,Modi Jacket - Brown,"<ul>
<li>Color: Brown</li>
</ul>",Kalyan Kreations,Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing,"","kurta, pajama, Pyjama, traditional",true,Size,"38""",,,,,,,,"",0.0,shopify,deny,manual,60.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/unnamed_a49d86a8-ec3c-4a4a-bb71-514b605b0d58.jpg?v=1727651058,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,22.77,true,,,true,,,active
modi-jacket-brown,,,,,,,,,"40""",,,,,,,,'676,0.0,shopify,deny,manual,60.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,22.77,,,,,,,
modi-jacket-brown,,,,,,,,,"44""",,,,,,,,'677,0.0,shopify,deny,manual,60.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,lb,,22.77,,,,,,,
